cpg,chr,pos
cg06983465,chr16,27193645
cg06410694,chr20,25194502
cg13962286,chr11,128943288
cg18187918,chr19,51647668
cg20401896,chr2,63627984
cg19236475,chr7,11751496
cg09446250,chr11,82719307
cg11710299,chr5,54275608
cg25828985,chr11,129455832
cg10838318,chr1,31778879
cg22436171,chr5,138561174
cg13942251,chr5,149011449
cg00986320,chr5,157268541
cg09141411,chr5,78128069
cg12924880,chr13,77786801
cg26203062,chr17,30449669
cg22653665,chr2,44772209
cg21228592,chr6,38480903
cg17611291,chr19,34958428
cg24505730,chr11,108574200
cg25974365,chr2,135207659
cg23156469,chr1,179069288
cg07874288,chr2,112299659
cg20772438,chr12,124293882
cg04011758,chr1,78582426
cg05386697,chr11,77719432
cg22382733,chr7,2156049
cg05784386,chr16,83912276
cg09797892,chr19,24086768
cg10645889,chr11,70348352
cg04481715,chr13,113649223
cg26952188,chr11,77129195
cg13690828,chr12,6636864
cg26455201,chr6,159037525
cg08261298,chr11,18599852
cg00271249,chr8,43182162
cg06879560,chr11,5580602
cg19941638,chr22,38071483
cg04008534,chr1,185629457
cg15073016,chr16,11023992
cg22480109,chr7,158782990
cg27415713,chr16,48334297
cg19387403,chr9,127098310
cg21796528,chr14,89206575
cg22532266,chr11,61477279
cg14130765,chr11,77194423
cg10446502,chr18,80117588
cg06241057,chr9,120540003
cg22259545,chr6,3549610
cg14634643,chr7,107559929
cg24659538,chr1,160252828
cg03046359,chr17,17923123
cg15236439,chr14,103932974
cg02750850,chr3,194357539
cg18055075,chr5,115513443
cg26976936,chr11,66050715
cg08186603,chr3,139588271
cg25823379,chr6,127294881
cg26890123,chr1,169852935
cg22519672,chr1,89274112
cg14412184,chr7,140095139
cg01990378,chr2,127831547
cg16902425,chr6,29558682
cg00617398,chr8,141188321
cg10609241,chr14,64417926
cg04396911,chr3,112295383
cg00780282,chr11,34306538
cg14047548,chr9,133332230
cg10439132,chr1,95989473
cg01882433,chr17,28564091
cg12484024,chr3,48644058
cg22684018,chr11,125081893
cg04667180,chr7,150692818
cg19830710,chr14,75961050
cg25615623,chr16,23669966
cg05876687,chr16,1417954
cg18231102,chr16,4326354
cg03053346,chr22,38482710
cg25431838,chr20,9839927
cg02355411,chr19,49197170
cg19932150,chr17,49844483
cg06537708,chr5,41871068
cg12394567,chr10,3101591
cg04350563,chr16,12092400
cg25987171,chr11,65170193
cg15817752,chr8,53801891
cg14787880,chr2,202379400
cg14904946,chr6,167761301
cg08984996,chr6,5258288
cg08595782,chr16,88063389
cg22546158,chr1,160176606
cg12788168,chr14,54973906
cg07645190,chr5,56211561
cg16387200,chr7,106779034
cg02933375,chr17,80885028
cg27593807,chr17,43218386
cg22232554,chr2,8591060
cg23707809,chr16,20697920
cg11030124,chr20,32406273
cg01894895,chr9,73151378
cg23011729,chr17,4008840
cg15071593,chr7,99713019
cg15118750,chr5,177555438
cg06451845,chr2,65364267
cg02044755,chr19,13991540
cg21673171,chr21,36753855
cg12688217,chr12,26789133
cg02338410,chr2,200898464
cg07381185,chr19,14086800
cg14675121,chr2,146927953
cg00313902,chr1,234431345
cg07598739,chr18,56650635
cg10183487,chr16,88719967
cg05573019,chr5,55306165
cg09538725,chr2,205939639
cg20512925,chr15,47942918
cg05393777,chr14,44900276
cg03790022,chr7,4758200
cg15473990,chr5,159865179
cg18659801,chr13,107120442
cg00051704,chr22,20999520
cg21536925,chr5,151019861
cg00697642,chr8,22233781
cg11972796,chr17,6435246
cg13058240,chr20,32564046
cg24939943,chr17,83041429
cg19610658,chr1,40515148
cg22563785,chr5,179579402
cg17316073,chr8,53645039
cg21448471,chr19,10296862
cg07056290,chr14,68740050
cg14776579,chr2,46815564
cg05073044,chr14,61765927
cg04590327,chr9,36402438
cg05888643,chr11,64372952
cg10078645,chr12,124419122
cg20644402,chr11,74713476
cg17049544,chr7,41940495
cg03718312,chr19,2075569
cg11314826,chr12,113833046
cg00170421,chr6,71286681
cg20941300,chr11,9975914
cg24642015,chr10,97846138
cg21271174,chr1,42446143
cg18614234,chr2,20235012
cg27143132,chr6,113781845
cg20521805,chr3,114872801
cg22821358,chr1,198858876
cg20970752,chr12,7790648
cg05009111,chr20,59945146
cg25464696,chr8,28968604
cg23017141,chr6,24887141
cg00173641,chr13,75854790
cg20194733,chr10,71273720
cg06530217,chr19,23914044
cg24251659,chr7,102221289
cg03282926,chr5,151532008
cg11288954,chr19,45300931
cg10405794,chr15,94355870
cg18535130,chr20,45995558
cg19633115,chr14,99443091
cg25491601,chr6,33267881
cg09463890,chr4,37959174
cg20724794,chr3,128087126
cg05418781,chr16,30993532
cg16812373,chr5,150356534
cg19824990,chr14,95209282
cg01763783,chr3,69012133
cg06961284,chr13,112544957
cg14805382,chr7,133513982
cg10625568,chr13,24639885
cg25223700,chr3,71672230
cg01694173,chr13,96926714
cg07577837,chr6,156952883
cg17558303,chr2,181813627
cg05072085,chr8,133186331
cg25319337,chr7,47968530
cg08545365,chr7,4862626
cg10680180,chr9,5111038
cg06624991,chr11,69050910
cg06529508,chr15,52605215
cg19929403,chr3,50182772
cg24604352,chr6,119719529
cg10727879,chr4,138924942
cg04307553,chr14,102215548
cg02737738,chr7,70692159
cg26882487,chr17,79379725
cg18969709,chr17,55747228
cg24245233,chr3,132342321
cg25531618,chr21,43694293
cg21244116,chr9,137834789
cg10046667,chr16,53249884
cg16531791,chr17,73436143
cg04626855,chr16,69049461
cg13996144,chr9,101543326
cg03626871,chr17,51278472
cg21325631,chr6,31811007
cg23735693,chr15,62952858
cg24528132,chr5,53405830
cg20056341,chr15,49265428
cg19697584,chr6,158033606
cg00914146,chr1,240096750
cg23016866,chr10,68236574
cg01931840,chr4,128271219
cg03479348,chr4,31737892
cg05018741,chr16,68986631
cg20883121,chr5,37090851
cg25321935,chr11,47418797
cg23649129,chr1,43149222
cg01795975,chr2,74150967
cg03234023,chr10,13204221
cg09741291,chr12,108523948
cg11919810,chr13,39012819
cg05091831,chr15,65435897
cg02272334,chr2,9974023
cg17717588,chr2,144295172
cg13788020,chr4,139779927
cg21477538,chr1,184213357
cg00074369,chr3,17989666
cg19207361,chr16,69480023
cg07643626,chr1,10785804
cg04465120,chr6,31667423
cg14938425,chr2,46483669
cg22783940,chr13,113597357
cg05585630,chr7,157717770
cg23288078,chr8,123255933
cg10483475,chr1,16885545
cg20358227,chr17,15230913
cg11377286,chr8,58558567
cg15803092,chr7,126378732
cg22238338,chr1,11096825
cg13210578,chr8,139834557
cg24691790,chr7,30269920
cg14914795,chr11,124224411
cg19975375,chr20,37279446
cg26666286,chr14,74714179
cg05197164,chr13,113070234
cg10161039,chr16,54319387
cg06838703,chr9,22765725
cg19018095,chr7,75723906
cg12245247,chr19,55615781
cg16020437,chr12,76013883
cg03872695,chr10,34916803
cg17474135,chr9,4048850
cg07377396,chr7,21748810
cg05895956,chr20,43588341
cg10870348,chr1,151977216
cg01903515,chr13,100513810
cg17582733,chr8,143319529
cg15620488,chr16,21952032
cg06858239,chr3,195291745
cg24282401,chr10,131934250
cg25554755,chr13,19692404
cg27023962,chr13,50335139
cg15598609,chr8,101227282
cg03926921,chr20,46377026
cg17643729,chr3,107247512
cg07612939,chr11,67198282
cg16606110,chr12,107131321
cg25343838,chr7,6623054
cg19585248,chr7,75893149
cg01745428,chr20,32463733
cg20586764,chr6,28861420
cg15011734,chr12,131785018
cg11938051,chr3,75785759
cg10467977,chr10,101366416
cg14837571,chr1,226965130
cg26068160,chr13,112241232
cg19372791,chr8,127831397
cg08042854,chr1,12409798
cg23053903,chr1,110051797
cg02583841,chr19,21086291
cg12501532,chr20,58673277
cg03037947,chr3,50114222
cg11003434,chr2,215315676
cg21129604,chr14,95212345
cg18736835,chr2,173854875
cg00675871,chr17,57755837
cg23729284,chr2,190845305
cg25408617,chr5,172666510
cg09237292,chr17,27787539
cg06144997,chr9,88973112
cg00492362,chr2,95123218
cg00779298,chr1,226304204
cg12907199,chr3,49531363
cg25848052,chr6,15304178
cg19305651,chr10,62611566
cg14820497,chr2,238140909
cg25373812,chr19,5910089
cg16261572,chr5,179681704
cg03403018,chr11,72113438
cg12620185,chr8,61832594
cg09444090,chr11,121614975
cg03705558,chr17,19264009
cg13435972,chr16,29958837
cg04410594,chr12,93764456
cg04046420,chr7,33007041
cg07495027,chr13,77918081
cg24289687,chr3,194988738
cg20224404,chr20,38000596
cg07011784,chr3,108319909
cg17899606,chr22,20465153
cg22855923,chr1,113978535
cg21426034,chr9,76517196
cg23794135,chr12,80797195
cg15258031,chr8,97173548
cg05314616,chr19,10364593
cg17501452,chr2,113933824
cg20518906,chr22,19515344
cg00428927,chr19,51987332
cg25221168,chr10,21508255
cg24266283,chr5,38445894
cg15783848,chr7,2060722
cg06152223,chr9,121702592
cg21403580,chr2,98518947
cg10188864,chr3,33493469
cg24173753,chr3,73480296
cg23725461,chr22,17787027
cg10557782,chr1,246324681
cg11298535,chr6,168519492
cg17012766,chr14,95493776
cg00602733,chr9,6576272
cg06925438,chr5,480006
cg14614422,chr9,137385197
cg08107208,chr1,62435528
cg12944416,chr6,322413
cg03087855,chr10,90902088
cg04578631,chr14,101066015
cg04476028,chr2,64910580
cg10063682,chr7,70635109
cg27664565,chr17,45318811
cg07423892,chr1,236793344
cg07779895,chr2,196792486
cg26494252,chr19,14973104
cg22731204,chr19,3382129
cg20253728,chr10,73517732
cg05931272,chr7,158707335
cg18709741,chr5,124888344
cg16941170,chr6,152232936
cg11972890,chr19,40209713
cg04341526,chr1,52679743
cg19905398,chr14,67350672
cg12976394,chr12,101832842
cg18358662,chr13,110653458
cg18575602,chr12,132883153
cg27314747,chr2,241096335
cg06503847,chr2,75645830
cg16455798,chr16,85050046
cg18200218,chr7,140241081
cg13689591,chr3,124520782
cg13018177,chr3,66033176
cg02057688,chr6,2697524
cg03103952,chr11,3807209
cg06599124,chr12,39103505
cg03562788,chr16,31475832
cg24987626,chr9,134156022
cg06258936,chr20,56524055
cg17881910,chr17,45437863
cg10128557,chr14,20993397
cg24432968,chr13,113470310
cg08456012,chr18,12334512
cg19031697,chr4,183582720
cg16279140,chr14,103515412
cg12194594,chr13,112771936
cg17474518,chr5,65896002
cg05717473,chr6,387276
cg17416748,chr6,28904316
cg08957053,chr20,36633218
cg10027245,chr6,136278612
cg26905406,chr13,73215979
cg04599456,chr14,68212312
cg00320861,chr7,103435262
cg19476058,chr19,58548992
cg07133065,chr1,88887322
cg10888644,chr5,6755677
cg17800401,chr1,25340544
cg21128721,chr17,81625365
cg26926739,chr2,30137083
cg23606657,chr8,126223321
cg10099730,chr20,35563612
cg04729349,chr5,176401031
cg20126417,chr19,3182754
cg03972852,chr11,10292551
cg11620189,chr20,40631274
cg10642957,chr19,55602728
cg20215864,chr5,154331975
cg11630148,chr10,132591876
cg00533825,chr11,44604132
cg01107476,chr5,138469130
cg10910848,chr10,50564286
cg12617125,chr16,67181500
cg20357670,chr1,223135282
cg14500881,chr3,49302394
cg26758486,chr17,73537147
cg18768074,chr2,109454520
cg11799511,chr3,50389209
cg05358217,chr7,42927631
cg24543944,chr16,75148137
cg05759365,chr11,68716830
cg16654216,chr2,199558355
cg01665432,chr12,48656677
cg08633088,chr9,95173276
cg05336268,chr16,27776915
cg11963753,chr2,177924124
cg17750946,chr10,132746133
cg13906954,chr3,56679622
cg27038367,chr17,81279985
cg10234723,chr10,29538608
cg08377615,chr8,94722361
cg14595315,chr2,100993407
cg03134051,chr8,118047133
cg14312391,chr3,197682511
cg23120015,chr5,56146923
cg01866959,chr13,112841376
cg00122781,chr2,230790707
cg09770068,chr12,51900467
cg03226871,chr2,127371382
cg17290554,chr7,99486787
cg10639048,chr5,139739047
cg03169843,chr6,32074741
cg07152120,chr7,127920794
cg10703506,chr12,109138445
cg05800082,chr6,56643631
cg00718694,chr2,1589951
cg08228077,chr2,224403558
cg04098985,chr1,100892853
cg01807313,chr12,116970165
cg23526435,chr1,173993974
cg20703600,chr22,27756043
cg06531205,chr15,93021694
cg27470806,chr8,144979889
cg14794445,chr15,29104226
cg18502306,chr4,8375037
cg03510444,chr2,26038648
cg05632277,chr3,136430645
cg01180441,chr15,73998152
cg04900436,chr12,132735499
cg06573573,chr11,61951500
cg22261853,chr2,175021509
cg15029402,chr3,184631582
cg06523707,chr5,76312600
cg20469502,chr14,100443792
cg18712148,chr19,43818005
cg12921858,chr1,41712317
cg07751528,chr9,91945965
cg08029920,chr1,15744258
cg19372578,chr2,4883414
cg07275648,chr3,149087003
cg26358400,chr5,14375716
cg24769972,chr11,972922
cg27371456,chr10,101646548
cg26144486,chr1,27256914
cg06239055,chr17,208734
cg16903514,chr12,52078974
cg15152824,chr1,214484516
cg14811480,chr20,50031639
cg04940349,chr17,3035860
cg05107814,chr7,24932326
cg22613809,chr13,74015509
cg05917239,chr7,151210714
cg21358158,chr1,24513571
cg21318105,chr7,140691483
cg10224939,chr14,52686108
cg00139258,chr1,40976747
cg26643370,chr11,47276005
cg00528341,chr10,6276564
cg20817199,chr14,93135501
cg07770176,chr5,72442952
cg21043515,chr15,40146038
cg24965624,chr12,27083722
cg08086045,chr16,4395735
cg12547943,chr1,18374477
cg10942744,chr4,38523254
cg17682772,chr6,111727973
cg10073696,chr12,19507459
cg06630787,chr3,52135853
cg10457648,chr3,119779133
cg07629109,chr13,39654895
cg08350137,chr10,6222610
cg07093455,chr8,28948549
cg27087505,chr6,157673417
cg25794858,chr14,93294154
cg06532111,chr7,1085551
cg01945810,chr2,24820834
cg22768301,chr15,61088218
cg23459931,chr1,53480859
cg22659862,chr20,58863183
cg16252094,chr1,212457748
cg24223822,chr12,106296029
cg12982283,chr7,100610777
cg23056314,chr12,108538990
cg04088524,chr10,88292761
cg23061660,chr14,67494567
cg04137594,chr20,64106613
cg20871314,chr17,42538847
cg07660665,chr10,1101858
cg02665958,chr2,30956008
cg21791418,chr20,57789399
cg09509234,chr20,30361740
cg17917647,chr18,76766894
cg19558447,chr14,24875245
cg12503797,chr9,130873132
cg12187160,chr1,9872968
cg19762746,chr10,132349336
cg04046999,chr16,67478000
cg24008395,chr17,57992206
cg04629951,chr22,41467521
cg19602670,chr2,38868191
cg13691901,chr7,1972152
cg17776505,chr10,118039050
cg03004979,chr15,41533545
cg01548653,chr3,49527781
cg24962672,chr17,83008339
cg09638638,chr3,77286659
cg12428024,chr15,43356532
cg14855529,chr13,24764008
cg27633155,chr19,42428872
cg08931023,chr1,30956715
cg02104392,chr2,133821389
cg19212391,chr17,74436651
cg05872540,chr20,17692680
cg25029562,chr4,25884796
cg08260278,chr11,6333942
cg03372430,chr18,79976626
cg05798126,chr6,3089262
cg12332172,chr10,88823546
cg02034328,chr14,77502124
cg07702526,chr16,917972
cg09872185,chr5,14733895
cg11158953,chr9,125567402
cg17190290,chr4,183653787
cg08519764,chr1,19306074
cg17322207,chr18,46081396
cg03659851,chr8,48799794
cg20900413,chr21,32330771
cg03752259,chr7,4190262
cg17872136,chr1,183291409
cg05571248,chr20,62068892
cg16938246,chr12,2579299
cg27222884,chr16,89934874
cg14634229,chr2,121811677
cg21419945,chr4,7611106
cg04376905,chr16,22421242
cg11754370,chr16,1833141
cg00190582,chr13,110811371
cg21575005,chr15,28113156
cg26265187,chr12,56335196
cg01547359,chr1,121538557
cg17078326,chr4,4507611
cg13237274,chr11,61367755
cg27032456,chr12,8321486
cg09630701,chr12,46275429
cg20113649,chr4,169110709
cg04677410,chr11,96112953
cg16452817,chr5,33162269
cg11314274,chr3,132285220
cg18921712,chr17,45393605
cg25739309,chr17,80926652
cg07892163,chr9,137753995
cg08703818,chr7,44829743
cg01406080,chr20,44257330
cg14723669,chr19,5454385
cg01683030,chr2,42559227
cg13575698,chr22,38493825
cg25655084,chr20,4685848
cg13749621,chr11,126085181
cg09517190,chr1,1557133
cg15602182,chr5,87271559
cg22843072,chr22,26536380
cg24720446,chr2,63790240
cg27512931,chr3,152449113
cg23518987,chr3,134749930
cg12918604,chr2,189676674
cg14815794,chr8,26339903
cg19402603,chr10,3015759
cg14251771,chr14,90235087
cg10550291,chr1,19893137
cg25581517,chr2,96547287
cg15209219,chr3,184400817
cg25162625,chr12,54231603
cg00716848,chr2,3586285
cg01549929,chr16,54649802
cg08410595,chr2,67755678
cg17430424,chr12,76087497
cg07864144,chr2,136389767
cg18958130,chr3,138707813
cg19589922,chr4,182805744
cg09093993,chr8,95133012
cg13168042,chr13,23180920
cg04231701,chr4,1039067
cg10065081,chr3,138175306
cg06085430,chr4,106523355
cg06111234,chr5,80406851
cg02431535,chr4,139640797
cg06598788,chr7,142347161
cg08536358,chr4,95838863
cg11729411,chr2,27667160
cg16873920,chr15,45252036
cg12337840,chr10,102460708
cg16588745,chr5,40269468
cg11296358,chr1,26268582
cg01365900,chr13,60451276
cg26351511,chr16,48258073
cg19897874,chr1,9614690
cg03704355,chr12,101876334
cg24788078,chr8,42506942
cg27301180,chr7,113804752
cg24012251,chr3,113615957
cg04424677,chr2,239129970
cg17321561,chr10,14774881
cg17146137,chr2,207220366
cg22746421,chr10,128886395
cg25733009,chr10,84199078
cg15197838,chr9,127532113
cg20858224,chr2,69844987
cg19641325,chr12,116426811
cg24524879,chr5,38148453
cg26936492,chr7,73340542
cg06977900,chr5,1473377
cg15742329,chr6,327422
cg17086748,chr12,127453684
cg27056175,chr8,140546253
cg07652784,chr12,6517668
cg12954379,chr16,48397320
cg01495907,chr14,24373768
cg11440590,chr1,36171658
cg03595744,chr14,76153703
cg14298242,chr8,2070009
cg04659623,chr10,128696574
cg11617484,chr10,133299955
cg05615545,chr2,36584057
cg06413806,chr21,38292371
cg26417611,chr17,46765294
cg15136850,chr2,127713595
cg27014598,chr12,49942881
cg15548371,chr1,86834185
cg07260827,chr17,43644601
cg23799795,chr20,20505515
cg11521881,chr10,96496427
cg03202388,chr4,128808530
cg10543634,chr15,67359153
cg16834795,chr7,138610875
cg10415188,chr17,62017889
cg17193551,chr8,129913651
cg25159401,chr12,55705630
cg22438084,chr2,106888067
cg03033106,chr11,72078841
cg13936797,chr13,98528135
cg23463335,chr19,34957716
cg06433809,chr6,104860369
cg05364594,chr1,46697377
cg04471045,chr8,142528018
cg16127691,chr3,114366136
cg15652818,chr8,102929390
cg09298207,chr1,246321224
cg26804315,chr1,95021532
cg06523192,chr19,12054346
cg18199556,chr13,110259043
cg15372625,chr5,103544914
cg23886755,chr1,33375565
cg00564612,chr6,5991779
cg02836733,chr16,30182000
cg26354968,chr11,59811566
cg05922752,chr5,58458276
cg00938087,chr17,65190808
cg07371811,chr1,212693086
cg00214875,chr14,71227223
cg12620815,chr2,239151212
cg21407789,chr6,154847532
cg11763643,chr4,143977180
cg17095315,chr4,2036625
cg08959397,chr7,36348118
cg13050884,chr3,172258332
cg13864314,chr20,34442236
cg05413258,chr2,237798729
cg10378538,chr6,1578089
cg23697418,chr19,54893547
cg09023515,chr3,185402689
cg13256819,chr14,92739869
cg26916708,chr17,80253817
cg09683730,chr1,21686634
cg06062387,chr3,138263587
cg05989984,chr12,121917693
cg00489485,chr16,84307758
cg04456932,chr7,149287544
cg00324205,chr15,94368661
cg20637375,chr15,78001859
cg09344740,chr14,67529038
cg23834494,chr12,70329476
cg00683209,chr2,5563458
cg23165512,chr1,9438285
cg09227879,chr16,71520641
cg10314470,chr1,174956293
cg14935578,chr12,7107121
cg12832737,chr13,105513636
cg00060283,chr5,119744947
cg20074561,chr2,186717346
cg01039117,chr17,40028004
cg02645905,chr9,137717990
cg27333039,chr14,76917889
cg06690050,chr19,13807135
cg22026001,chr17,30474683
cg23315712,chr6,20801737
cg16133943,chr11,68438458
cg17756365,chr4,122378793
cg26556530,chr8,58807474
cg20892069,chr16,4470457
cg24071303,chr15,48205454
cg13828392,chr4,185350907
cg01433955,chr20,58648213
cg14815325,chr17,77908048
cg24667009,chr6,112039067
cg09796576,chr19,42225376
cg09142343,chr1,247936333
cg03173068,chr7,128814232
cg10801060,chr5,43044601
cg13380291,chr5,71586328
cg20033808,chr10,5405891
cg00584903,chr8,126620767
cg02181194,chr1,161070459
cg12437832,chr12,121914999
cg16607101,chr13,42039308
cg27394596,chr16,67115360
cg00349636,chr8,38102667
cg19860548,chr2,17480160
cg07886929,chr3,122689896
cg18395482,chr8,17064144
cg12597558,chr1,9166885
cg25262801,chr3,19346245
cg02603784,chr3,52260441
cg24554777,chr9,127222312
cg04447859,chr11,67746261
cg11485127,chr6,63764141
cg15934737,chr3,196147139
cg01971370,chr3,195719716
cg09371661,chr17,31425237
cg08507631,chr8,37517960
cg02466136,chr4,78299103
cg09196456,chr19,1390695
cg07032256,chr7,57653047
cg23903597,chr17,63626794
cg06449018,chr20,56978784
cg12504935,chr10,124658315
cg24916281,chr12,98543367
cg09200221,chr7,4694559
cg22302747,chr10,91219245
cg00969680,chr1,112923465
cg01806721,chr7,44747125
cg13811412,chr6,108925372
cg16305746,chr3,197509497
cg06864855,chr2,231789646
cg04162725,chr1,148306600
cg15965401,chr16,57997485
cg23893792,chr6,4705124
cg07901206,chr2,128493116
